	name	organization	url	url of their twitter	updated twitter account link																															
378	John Slankas	"PhD Candidate, North Carolina State University"	https://scholar.google.com/citations?hl=en&user=F4FlJmEAAAAJ	https://mobile.twitter.com/johnslankas	https://mobile.twitter.com/johnslankas	johnslankas																														
379	Tamal Ghosh	"Scientific Researcher, NTNU i Gjøvik"	https://scholar.google.com/citations?hl=en&user=vOmC9A0AAAAJ	N/A	N/A	tamalghosh212	tamalghosh212	tamalgh42885440	TamalGhosh20	tamalg100	tamal_leo	tamal4u	TamalGh94463972	TamalUFL	2d0e2d8c9d92498																					
380	Arnau Serra-Cayuela	Unknown affiliation	https://scholar.google.com/citations?hl=en&user=XieQveUAAAAJ	N/A	N/A	aprat11																														
381	Satyajeet Khare	"Assistant Professor, Symbiosis School of Biological Sciences, Symbiosis International University"	https://scholar.google.com/citations?hl=en&user=pJZ1z4kAAAAJ	https://twitter.com/satyajeetkhare	https://twitter.com/satyajeetkhare	satyajeetkhare																														
382	Partha Talukdar	Google Research and IISc Bangalore	https://scholar.google.com/citations?hl=en&user=CIZwXAcAAAAJ	https://twitter.com/partha_p_t	https://twitter.com/partha_p_t	parthat88422989	partha_p_t																													
383	Dekang Lin	"Senior Staff Research Scientist, Google"	https://scholar.google.com/citations?hl=en&user=VvdtcWcAAAAJ	N/A	N/A	cfournie																														
384	Nan Xu	Institute of Automation Chinese Academy of Sciences	https://scholar.google.com/citations?hl=en&user=oJcp__wAAAAJ	N/A	N/A	nanzexu	xn20131020_xu	xunan2005	lx_xunan	nanxurattanason	xunannancy	NanXuRattanason	torpedo0408																							
385	Yushi Chen	哈尔滨工业大学	https://scholar.google.com/citations?hl=en&user=A39S7JgAAAAJ	N/A	N/A	chenyushi	Chenyushi	frontrsens	ulivolz																											
386	Yanir Seroussi	Monash University	https://scholar.google.com/citations?hl=en&user=NR254LoAAAAJ	N/A	N/A																															
387	Víctor Sánchez-Anguix	Universitat Politècnica de València	https://scholar.google.com/citations?hl=en&user=DIpOnhEAAAAJ	https://twitter.com/drvicsana	https://twitter.com/drvicsana	covcampus	drvicsana	lolateruel	UkkoisLost																											
388	Yunzhi Tan	Tencent	https://scholar.google.com/citations?hl=en&user=dpkRrcUAAAAJ	N/A	N/A	nuscomputing	mengchy3	angela_tiwi	dramapotatoe	fycosmicgirls	trendingweibo	dailycpop																								
389	Viet-Vu Vu	"Vietnam National University, Hanoi"	https://scholar.google.com/citations?hl=en&user=qBQjRToAAAAJ	N/A	N/A	Viet_vu124	vviet93	JVietEnv	rmitvietnam	licvnu	thschoolvietnam	doantnuet	vnuhcm_info	phuong_anhvu	vnuisglobal																					
390	Ammar Alazab	Melbourne Institute Technology	https://scholar.google.com/citations?hl=en&user=6FZeex0AAAAJ	N/A	N/A	ammar_alazab																														
391	Dr. Nasir Ahmad	"Associate Professor, University of Engineering & Technology Peshawar, Pakistan"	https://scholar.google.com/citations?hl=en&user=lyi9AhwAAAAJ	N/A	N/A	drnasirahmadda1	dr_nasirahmed	drnasirahmadsaj	nasirahmadlone5	DrNasirAhmadDa1	nasir9002	elrufai	zuhaib51338679																							
392	Jun Wan (万军)	"Associate Professor at NLPR,Institute of Automation, Chinese Academy of Sciences (CASIA), China"	https://scholar.google.com/citations?hl=en&user=bSbc7FQAAAAJ	N/A	N/A	wanjunxie	baoguangtv	ching_peach	ccw42409156	ddtxyj	m80889506	rr20150415																								
393	Youssef NAKKABI	Unknown affiliation	https://scholar.google.com/citations?hl=en&user=n7PZfIIAAAAJ	N/A	N/A	youssef_nakkabi	plurilock																													
394	Zhiyuan Zha (查志远)	Nanyang Technological University	https://scholar.google.com/citations?hl=en&user=JgiasCAAAAAJ	N/A	N/A	xihongzhuang	lidangzzz	zhaoxin8964	pwbridman	duqiaoxiaoyao	SITbuHNVQoDXnT5	254794711a	cnlionking																							
395	Åsa Rudström	Senior Scientific Researcher RISE	https://scholar.google.com/citations?hl=en&user=yyt76dwAAAAJ	https://mobile.twitter.com/asarudstrom	https://mobile.twitter.com/asarudstrom	asarudstrom	AsaRudstrom	RudstromAsa	SwedenOSI_Bra																											
396	Stefan Mandl	EXASOL	https://scholar.google.com/citations?hl=en&user=G_MUYicAAAAJ	https://twitter.com/stmandl1	https://twitter.com/stmandl1	stmandl1	petermmandl	b_mandl	NLP_Trainer	nlptrainers																										
397	Alexander Ladikos	ImFusion GmbH	https://scholar.google.com/citations?hl=en&user=0fUQE3EAAAAJ	N/A	N/A																															
398	"Mohammed El Hassouni,"	"Full Professor, Computer Science, Mohammed V University in Rabat, Morocco"	https://scholar.google.com/citations?hl=en&user=aIwj9L0AAAAJ	N/A	N/A																															
399	Ariadna Quattoni	"dMetrics, USA"	https://scholar.google.com/citations?hl=en&user=D1okUccAAAAJ	https://twitter.com/AriadnaQuattoni	https://twitter.com/AriadnaQuattoni	ariadnaquattoni	AriadnaQuattoni	xavier_nlp																												
400	Dhruv Mahajan	"Research Scientist at Computer Vision Group, Facebook AI"	https://scholar.google.com/citations?hl=en&user=Gd9HQn2UsNoC	https://twitter.com/dkm2110	https://twitter.com/dkm2110	dhruvmahajan9	dhruvmahajan9	dhruvmahajan9	dhruvv_mahajan	dhruvmhjn	dhruvma60906341	dhruv347	mahajan11dhruv	dhruv712k	LuSun_Selena																					
401	Milos Stojmenovic	"Professor of Computer Science, Singidunum University"	https://scholar.google.com/citations?hl=en&user=6rVzpVoAAAAJ	https://twitter.com/Edlerlos	https://twitter.com/Edlerlos	Milosmilograf																														
402	Saeed Saadat	Heinrich Heine Universität Düsseldorf	https://scholar.google.com/citations?hl=en&user=CXSBKXQAAAAJ	N/A	N/A	saeedsa57126457	saeedehsa324212	saeedazadlive	saadat_k	SyedSaadat55	saeed509	saadatbhutta																								
403	Youyong Kong	"Associate Professor at School of Computer Science and Engineering, Southeast University"	https://scholar.google.com/citations?hl=en&user=0eq6vFAAAAAJ	N/A	N/A	BrundageBot	Bschulz5	SofiVIba1	tamialiu_	arxiv_cs_cv_pr																										
404	Qurrat Ul Ain	Data Science Principal Accenture	https://scholar.google.com/citations?hl=en&user=NAMmPvEAAAAJ	https://twitter.com/qain_ain9	https://twitter.com/qain_ain9	Dr_qurrat_ulain	quratulainb	Quratulain___	imquratulainali	qurrat80	qurrat_ahmed	qain_ain9	chopra_drsapna	ainushaikh	annie_shirazi																					
405	Michaël Bernier	"A.A. Martinos Center, MGH, Harvard Medical School"	https://scholar.google.com/citations?hl=en&user=AxpUa8IAAAAJ	https://twitter.com/MikeBernierPhD	https://twitter.com/MikeBernierPhD	MichaelBernier_	mikebernier1234	mikebernier1234	mikebernierphd	berniebernier	MikeBernierPhD	berns231	Shadowlivinloud																							
406	Jordan Cheney	Noblis	https://scholar.google.com/citations?hl=en&user=9jATG0kAAAAJ	N/A	N/A	jordan_cheney01	jordancheneyyyy	jordycheney	jcheney09	cheney_6	jodie3492	jaketapper																								
407	Chinh Dang	Michigan State University	https://scholar.google.com/citations?hl=en&user=MJ5Ip7oAAAAJ	N/A	N/A																															
408	Lalindra De Silva	University of Utah	https://scholar.google.com/citations?hl=en&user=6aKVqFsAAAAJ	https://twitter.com/lalindra_silva	https://twitter.com/lalindra_silva	lalindrasilva	lalindrasilva	Lalindr91677352																												
409	Shuhang Gu	"ETH, Zurich"	https://scholar.google.com/citations?hl=en&user=-kSTt40AAAAJ	N/A	N/A	shuhang_wang	XijunWang1																													
410	Ruben Stranders	Research Fellow	https://scholar.google.com/citations?hl=en&user=2pfB5kgAAAAJ	N/A	N/A	rubenstranders	mizruben																													
411	Francisco Silva	Unknown affiliation	https://scholar.google.com/citations?hl=en&user=kLhLbBIAAAAJ	https://twitter.com/DrCisco	https://twitter.com/DrCisco	franciscohs12	fsilva008	drcisco	FcoSilvaL	ingfsilva	lfordisco	franjs27	kaory_asami1	MeadowsMuseum	recyeet																					
412	Syed Mehmud	"Wakely Consulting Group, PredictiveModeler.com"	https://scholar.google.com/citations?hl=en&user=M4k09k4AAAAJ	N/A	N/A	syed_mehmood1	syed_mehmood1	syedmeh95054626	Syedmahmud89	Syed1Mehmood	09mehmood	SyedMeh60294045	syedmuzayan	ifuckswithphzyx																						
413	Noor Farizah Ibrahim	University of Bristol	https://scholar.google.com/citations?hl=en&user=3WIesX0AAAAJ	N/A	N/A																															
414	Anselm Paulus	"B.Sc. Physics & B.Sc. Computer Science Student, University of Tübingen"	https://scholar.google.com/citations?hl=en&user=njZL5CQAAAAJ	https://twitter.com/AnselmPaulus	https://twitter.com/AnselmPaulus	anselmpaulus	rpatrik96																													
415	Ebru ANGUN	"Associate Professor of Operations Research, Galatasaray University"	https://scholar.google.com/citations?hl=en&user=6MiwwtsAAAAJ	N/A	N/A																															
416	Karthik Sekaran	"Teaching Research Assistant, Vellore Institute of Technology"	https://scholar.google.com/citations?hl=en&user=Kst7LyEAAAAJ	N/A	N/A																															
417	Steven Walczak	University of South Florida	https://scholar.google.com/citations?hl=en&user=vKtg3n4AAAAJ	N/A	N/A																															
418	Noah Klarmann	"Full Professor, Rosenheim Technical University of Applied Sciences"	https://scholar.google.com/citations?hl=en&user=OTgfPR0AAAAJ	N/A	N/A																															
419	Xiaoyun Zhang	Shanghai Jiao Tong University	https://scholar.google.com/citations?hl=en&user=0m0aIqsAAAAJ	https://twitter.com/XiaoyunZhang1	https://twitter.com/XiaoyunZhang1	xiaoyunzhang310	xiaoyunzhang310	xiaoyunzhang310	XiaoyunZhang8	XiaoyunZhang8	CloudsZhang0727																									
420	Sapiah Sakri	Princess Nourah Bint Abdulrahman University	https://scholar.google.com/citations?hl=en&user=JxILir4AAAAJ	N/A	N/A	mampujpm																														
421	Hongbo Li (李洪波)	"Associate Professor, School of Management, Shanghai University, China."	https://scholar.google.com/citations?hl=en&user=LXkToL4AAAAJ	N/A	N/A	lihongboart	LiHongboArt	SgArtMuseum																												
422	Denio Duarte	"Professor of Computer Science, Federal University of Fronteira Sul"	https://scholar.google.com/citations?hl=en&user=c_rARW4AAAAJ	https://twitter.com/DenioDuarte4	https://twitter.com/DenioDuarte4	denioduarte7																														
423	Nimisha Ghosh	ERCIM Postdoctoral Fellow at University of Warsaw	https://scholar.google.com/citations?hl=en&user=xL2hG8UAAAAJ	N/A	N/A	nimighosh																														
424	Zhiwen Fang	"Software Engineer, Google"	https://scholar.google.com/citations?hl=en&user=FfMi_eUAAAAJ	N/A	N/A	vincent_luozw																														
425	Wen-wai Yim	Microsoft	https://scholar.google.com/citations?hl=en&user=zLbXslcAAAAJ	N/A	N/A	NCI_CSSI																														
426	Santiago Pagani	Software Architect for Driver Assistance Systems at Robert Bosch GmbH	https://scholar.google.com/citations?hl=en&user=SCDIU0IAAAAJ	https://twitter.com/Palata94SP	https://twitter.com/Palata94SP	csantees	Palata94SP	DougDeMuro	BoschGlobal																											
427	Djamila Aouada	"Senior Research Scientist, Interdisciplinary Centre for Security, Reliability, and Trust (SnT"	https://scholar.google.com/citations?hl=en&user=WBmJVSkAAAAJ	https://twitter.com/AouadaDjamila	https://twitter.com/AouadaDjamila	AouadaDjamila	aouadadjamila	uni_lu																												
428	Muhammad Abdullah Hanif	"Ph.D. Scholar, Vienna University of Technology"	https://scholar.google.com/citations?hl=en&user=Oxe-MCcAAAAJ	N/A	N/A	mhabdullah24																														
429	Christos A Nicolaou	"Discovery Chemistry, Eli Lilly & Co."	https://scholar.google.com/citations?hl=en&user=LO-uk0YAAAAJ	N/A	N/A																															
430	Xiaolin Zhang	University of Technology Sydney	https://scholar.google.com/citations?hl=en&user=BPEA2NMAAAAJ	N/A	N/A																															
431	Omid G. Sani	University of Southern California	https://scholar.google.com/citations?hl=en&user=HMRETvYAAAAJ	N/A	N/A	omidsani																														
432	Jason Wolfe	"Ph.D, University of California, Berkeley"	https://scholar.google.com/citations?hl=en&user=wHlw1L4AAAAJ	https://twitter.com/w01fe	https://twitter.com/w01fe	jasonwolfe	jasonwolfe	jasonlwolfe	jdwolfe10	Wolfe16	JasonRWDivo	w01fe	jasonsynaptic	ciggoncalves	ishengtsai																					
433	Daniel Perea Ström	"Research Engineer, Universidad de La Laguna"	https://scholar.google.com/citations?hl=en&user=E9tbTlUAAAAJ	https://twitter.com/riverstrom	https://twitter.com/riverstrom	riverstrom	system73polynet																													
434	Sony Hartono Wijaya	"Lecturer, Computer Science - Bogor Agricultural University"	https://scholar.google.com/citations?hl=en&user=NpxjUQMAAAAJ	https://twitter.com/sonyhartono	https://twitter.com/sonyhartono	sonyhartono																														
435	Eun-Kyoung Kim	Gyeongsang National university	https://scholar.google.com/citations?hl=en&user=9ECmME8AAAAJ	N/A	N/A	eunkim	EunKim	ek0214	ccobee	adamcancryn																										
436	Miaolin Fan	Massachusetts general hospital	https://scholar.google.com/citations?hl=en&user=M9OTi40AAAAJ	N/A	N/A	melodylfan																														
437	Xiao Zheng	National University of Defense Technology	https://scholar.google.com/citations?hl=en&user=jlDujFcAAAAJ	N/A	N/A																															
438	Fangyin Wei	Princeton University	https://scholar.google.com/citations?hl=en&user=w9rFBkEAAAAJ	N/A	N/A	FangyinW																														
439	Yi Wang	Vanier College	https://scholar.google.com/citations?hl=en&user=J8OeawMAAAAJ	N/A	N/A	yyiwang	yiyiwang	yiwang_ucl	Yi_Wang	appealingmm	wyiqut	profdryi	Yiii0104																							
440	Suzaimah Ramli	"Associate Profesor, National Defence University of Malaysia"	https://scholar.google.com/citations?hl=en&user=Y2NmnkUAAAAJ	https://twitter.com/suzaimahramli	https://twitter.com/suzaimahramli	suzaimahramli																														
441	Jingjie Yeo (杨晶杰)	"Assistant Professor, Cornell University"	https://scholar.google.com/citations?hl=en&user=iXW_FtMAAAAJ	https://twitter.com/JingjieYeo	https://twitter.com/JingjieYeo	JingjieYeo	TheMartlets																													
442	Tao Lei	Shaanxi University of Science and Technology	https://scholar.google.com/citations?hl=en&user=nLpRqykAAAAJ	N/A	N/A	taolei15949106	taovalue	tao_cs	antgrouptaoli	lileics	_hutaooo	007daigou	ngeva01	zzrflt	e_moooon																					
443	Huy Tran	Auckland University of Technology	https://scholar.google.com/citations?hl=en&user=rzM6DFUAAAAJ	N/A	N/A	huytran2605	huytran_hn	huytrtran	hturany	huyth94	huytc__	tshuynt	huyzou	ht_094	mirlanbayaman																					
444	Esat Tunahan Tuna	Research Assistant	https://scholar.google.com/citations?hl=en&user=Jj9qTkkAAAAJ	N/A	N/A	tunahan2607	HAVELSANResmi																													
445	Yuan Xue	Johns Hopkins University	https://scholar.google.com/citations?hl=en&user=yRf1kygAAAAJ	N/A	N/A	yuanxue2011	XueyuanXue	rayxue302m832f	xueyuanmessi	LianruiZuo	Soso_Xue	xyclare	eosnini	serafinaxy811	jenniferdoleac																					
446	Homayoun Bagherinia	CZMI	https://scholar.google.com/citations?hl=en&user=HhcxE9kAAAAJ	N/A	N/A																															
447	Vadim Smolyakov	"Data Scientist, Microsoft"	https://scholar.google.com/citations?hl=en&user=NnkWHtUAAAAJ	https://twitter.com/vsmolyakov	https://twitter.com/vsmolyakov	vsmolyakov																														
448	Wei Song	"Associate Professor, Capital Normal University, China"	https://scholar.google.com/citations?hl=en&user=MdWnyicAAAAJ	https://twitter.com/msongwei	https://twitter.com/msongwei	wei_song8	wei_song8	zweisong	weisongz	wsongres	songwei	wstring06	msongwei	GeringTuvia	csr_sociology																					
449	Jamilu Awwalu	Federal University Dutse	https://scholar.google.com/citations?hl=en&user=-0uxcvUAAAAJ	N/A	N/A																															
450	Wei Yang	NVIDIA	https://scholar.google.com/citations?hl=en&user=6QQX88UAAAAJ	N/A	N/A	wei_yang	weiyangph	wei_yang_cv	drweiyang	yingweiyang	WeiYang29437367	wendyyangwei	victoryang118	wytham88	YanglabP																					
451	Shujaat Hussain	"Assistant Professor, National University of Computer and Emerging Sciences"	https://scholar.google.com/citations?hl=en&user=oyBn4X8AAAAJ	https://twitter.com/shujaathussain	https://twitter.com/shujaathussain	shujaat_hussain	chshujathussain	ch_shujathusain	shujaat381	shujj33	ChShujat_pmlq	ChaudhryShujatH	KazmiWajahat	arsched																						
452	Henrik Aanaes	3Shape	https://scholar.google.com/citations?hl=en&user=WTjCRE8AAAAJ	N/A	N/A																															
453	Alexander Zimin	Applied Scientist at Amazon	https://scholar.google.com/citations?hl=en&user=872IXvsAAAAJ	N/A	N/A	ziminalex	ZiminAlex	ZiminInstitutes																												
454	Jürgen Hess	Researcher at Fraunhofer IOF	https://scholar.google.com/citations?hl=en&user=8PNGB1gAAAAJ	N/A	N/A	jrgenhess1	juergenhess	drjrgenhess1	jurgenhessratz	avmhess	jay_mkw	luckyjay151																								
455	Nabiha Asghar	Applied Scientist @ Microsoft | PhD @ Waterloo	https://scholar.google.com/citations?hl=en&user=xYFNj60AAAAJ	N/A	N/A	nabihach	AsgharNabiha	rheartpython																												
456	Simone Fontana	Università degli Studi di Milano - Bicocca	https://scholar.google.com/citations?hl=en&user=HC6FqOgAAAAJ	N/A	N/A	fntsmn	Signals_MDPI																													
457	Ralf Plänkers	"alumnus, EPF Lausanne, RWTh Aachen"	https://scholar.google.com/citations?hl=en&user=cU6g9dgAAAAJ	N/A	N/A	robmccafferty	pointdemire_ch	dalematdell	miksmaps1	vaudoise_fr																										
458	Yi Liu	"University of Pittsburgh, Boehringer Ingelheim"	https://scholar.google.com/citations?hl=en&user=3zUfXUAAAAAJ	N/A	N/A	yiliu82598321	yiliu82598321	yiliu82598321	yiliumktg	Yi_Liu_	Yi_Liu_uciess	charleneliu61	Triste_i	LiuYi_eco	lost_his_way																					
459	Karthik Raghunathan	Director of Machine Learning at Cisco MindMeld	https://scholar.google.com/citations?hl=en&user=cEIzj5kAAAAJ	N/A	N/A																															
460	Ben Albrecht	HPE	https://scholar.google.com/citations?hl=en&user=GREgSpQAAAAJ	https://twitter.com/ben_albrecht_	https://twitter.com/ben_albrecht_	ben_albrecht_	bqalbrecht	bensalbright	albrechtben	l04dxd15p4tch3r	pairasol	B3nj4m1nAL																								
461	Wanderson Gonçalves	Federal University of Pará	https://scholar.google.com/citations?hl=en&user=AgYSJj4AAAAJ	N/A	N/A	wandersonlvto	wanderson9898	WandersonNFTs	wanders89195207	wanders89195207	wanders89195207	wanders89195207	Wanders91183519	nin_pontes	wandim89																					
462	Marie-Anne Lachaux	Facebook AI Research	https://scholar.google.com/citations?hl=en&user=dSEMIJ8AAAAJ	https://twitter.com/malachaux	https://twitter.com/malachaux	malachaux																														
463	Klemens Schnattinger	Professor of Data Science and Natural Language Processing	https://scholar.google.com/citations?hl=en&user=XNTOoIwAAAAJ	N/A	N/A	os_meneses																														
464	Zhengxia Zou	University of Michigan	https://scholar.google.com/citations?hl=en&user=DzwoyZsAAAAJ	N/A	N/A	replicatehq	ak92501	unityofmulti																												
465	Arjun Anand	"AI Research Engineer/Scientist, Intel Labs"	https://scholar.google.com/citations?hl=en&user=Rg7xluMAAAAJ	N/A	N/A	arjunanand342	arjunanand342	arjunanande	arjunandand	arjunajanand	arjunananddxb	arjunanandphoto	arjunpmenon	arjunroxx9b	oarsmen																					
466	Deepak Kumar	LinkedIn	https://scholar.google.com/citations?hl=en&user=qYIOqb8AAAAJ	N/A	N/A	deepak123_kumar	profdeepakkumar	deepakdk3478	Deepak910k	deepak_twiter	Deepakjarvis	Deepakkhw	_kumarde	DeepakAkshayFan																						
467	Ashwin Carvalho	"Ph.D. Candidate, University of California Berkeley"	https://scholar.google.com/citations?hl=en&user=qmhXog0AAAAJ	N/A	N/A	CarvalhoAshwin																														
468	Antonio Starcevic	University of Zagreb Faculty of Food Technology and Biotechnology	https://scholar.google.com/citations?hl=en&user=iyfFFtAAAAAJ	https://twitter.com/antonio_star93	https://twitter.com/antonio_star93	brankostarcevic	antonio_caramia	antoniosujeevan	antodemico	ESPNFantasy	hpowlsbaseball	RiotRMD																								
469	Lai-Kuan Wong	Multimedia University	https://scholar.google.com/citations?hl=en&user=9ofaMccAAAAJ	N/A	N/A	mmumalaysia																														
470	Serge Thill	"Donders Institute for Brain, Cognition, and Behaviour, Radboud University"	https://scholar.google.com/citations?hl=en&user=VNV3YhwAAAAJ	https://twitter.com/sergethill	https://twitter.com/sergethill	sergethill	SergeThill	PLanillos	planillos	dondersinst	DondersInst	johankwisthout	artcogsys																							
471	Harsh Saini	University of the South Pacific	https://scholar.google.com/citations?hl=en&user=ft_85w4AAAAJ	N/A	N/A	harshsaini1645	harshsaini1645	iharshsaini	harshsa87514648	Harshsa04	harsh_vh	HarshSa69777267	rushali_saha	poojasekhon	khadoliah																					
472	Khurram Javed	University of Alberta	https://scholar.google.com/citations?hl=en&user=wG1tGakAAAAJ	https://twitter.com/khurramjaved_96	https://twitter.com/khurramjaved_96	khurramjaved20	KhurramJaved_96	khmjaved	khurrambwn	Khurram83772095	nice_khurram	javedk1234	ChKKJ																							
473	Asif Iqbal Khan	University of Kashmir	https://scholar.google.com/citations?hl=en&user=dGqpGYkAAAAJ	N/A	N/A	asifiqbalkhn	asif_iqbal273	AsifIqbalKhn	asifiqb42123618	asifwahid	asifihazarika	tinaafkhan	asif_richie	asiftheace	aasifandrabi																					
474	Ali Ahmadian	Unknown affiliation	https://scholar.google.com/citations?hl=en&user=DLvhmvYAAAAJ	N/A	N/A	dr_ali_ahmadian	AliAhmadian58	aliahma15604821	AhmadinAli	AliAhma19306420	AliAhma19306420	ali_u	netman3a																							
475	"Mahdi Jamshidinia, PhD"	ASTM International	https://scholar.google.com/citations?hl=en&user=LolmBnIAAAAJ	https://twitter.com/MJamshidinia	https://twitter.com/MJamshidinia	ASTMAMCOE																														
476	Boris X. Vintimilla Burgos	Escuela Superior Politécnica del Litoral - ESPOL	https://scholar.google.com/citations?hl=en&user=1LO6KBUAAAAJ	N/A	N/A																															
477	Prof. Dr.-Ing. Morris Riedel	"Professor of High Performance Computing & Machine Learning, Forschungszentrum Juelich & UoIceland"	https://scholar.google.com/citations?hl=en&user=iXu1OP8AAAAJ	https://twitter.com/morrisriedel	https://twitter.com/morrisriedel	morrisriedel	MorrisRiedel																													
478	Oliver Whyte	Microsoft	https://scholar.google.com/citations?hl=en&user=EVdWS-4AAAAJ	N/A	N/A	oliverwhyte4	ollie_whyte	OliverWhyte	owhyte1	_whyt	OliverMosley	elitetelecom	About_Thetford	kla_ed	MsFonseca_BES																					
479	Ryan Roth	Google	https://scholar.google.com/citations?hl=en&user=HlaRB3AAAAAJ	N/A	N/A	ryanroth1998	ryanroth1998	RyanRoth52	dualryan	rothryan	f1rstm4tter																									
480	Shumit Saha	"University Health Network, University of Toronto"	https://scholar.google.com/citations?hl=en&user=JWMTPUsAAAAJ	https://twitter.com/sahashumit	https://twitter.com/sahashumit	_sumitsaha_	sahashumit	SahaShumit	learnwithsumit	mcasimard																										
481	Xinyu (Felix) Wei	STATS	https://scholar.google.com/citations?hl=en&user=zawDLOYAAAAJ	N/A	N/A	leaslyhterin																														
482	Mingze Xu	"Applied Scientist, AWS AI"	https://scholar.google.com/citations?hl=en&user=KNcECJQAAAAJ	https://twitter.com/xmz0308	https://twitter.com/xmz0308	mingze__xu	mingze__xu	mingzegallery	mmhanszd	1111pika	bazzzzzig																									
483	Zhongyi Han	Shandong University	https://scholar.google.com/citations?hl=en&user=0J-PErUAAAAJ	https://twitter.com/zhongyi_han	https://twitter.com/zhongyi_han	zhongyi_han																														
484	Douwe Kiela	"Research Scientist, Facebook AI Research"	https://scholar.google.com/citations?hl=en&user=Q0piorUAAAAJ	https://twitter.com/douwekiela	https://twitter.com/douwekiela	douwekiela	MarekRei	jayelmnop	ethayarajh																											
485	Jorge Azorín-López	"Associate Professor, University of Alicante"	https://scholar.google.com/citations?hl=en&user=evDsIucAAAAJ	https://twitter.com/jazorinl	https://twitter.com/jazorinl	jazorinl	JAzorinL																													
486	Chenghao Liu	Salesforce Research Asia	https://scholar.google.com/citations?hl=en&user=OvwvSXwAAAAJ	https://twitter.com/chenghaoliu1989	https://twitter.com/chenghaoliu1989	chenghaoliu1989	chenhaol	cheenghao	stevenhoi	hakunam91939925	lch04	nh2j5zi56ay2dff	vancew																							
487	Dr Yousef Amar	"CTO, Krew Live Ltd"	https://scholar.google.com/citations?hl=en&user=leiXo_IAAAAJ	N/A	N/A	haniyousuf	DrAmar04	joinkrew	AmeerEHassan	mondaynightibd	MondayNightIBD	6ayyeboon	OIC_OCI																							
488	Leandro Augusto Frata Fernandes	"Instituto de Computação (IC), Universidade Federal Fluminense (UFF)"	https://scholar.google.com/citations?hl=en&user=4OcyYJ4AAAAJ	N/A	N/A	IMPAOficial																														
489	Nedeljko Dučić	"University of Kragujevac, Faculty of Technical Sciences Čačak"	https://scholar.google.com/citations?hl=en&user=CucsXV0AAAAJ	N/A	N/A	pavlovic9																														
490	jose luis alvarez rico	Novaquality Consulting	https://scholar.google.com/citations?hl=en&user=kBKz7z0AAAAJ	N/A	N/A	pelealvarezgol	joseluis260185	jolualse	alvarezdf57	JoaeTartari	JoseLui06619719	Jotalara34	zexiste																							
491	Petr Nejedly	Institute of Scientific Instruments of the Czech Academy of Science	https://scholar.google.com/citations?hl=en&user=me0Zm9AAAAAJ	N/A	N/A	petrnejedly	petrnejedly	nenik78																												
492	Amir Hertz	Unknown affiliation	https://scholar.google.com/citations?hl=en&user=mnk__kYAAAAJ	https://twitter.com/hertz_amir	https://twitter.com/hertz_amir	hertz	hertz_amir	memdotai	_akhaliq	hypnagogica																										
493	Christian Wagner	University of Nottingham	https://scholar.google.com/citations?hl=en&user=tAQTJRIAAAAJ	N/A	N/A	christianwags	chris_wagner888	presidentwagner	ChristianW251	christi86470952	wagner_digital	cwags721	MilitantThomist	fzj_rdm																						
494	Xiaohan Ding	Tsinghua University	https://scholar.google.com/citations?hl=en&user=CIjw0KoAAAAJ	N/A	N/A	xiaohan_ding																														
495	Alvaro Martinez Barrio	Unknown affiliation	https://scholar.google.com/citations?hl=en&user=ZeibDHAAAAAJ	https://twitter.com/ambarrio	https://twitter.com/ambarrio	alvaro_mart	arqmartinezpmb	ambarrio	AlvaroMtz13																											
496	Chris Dyer	"DeepMind, Carnegie Mellon"	https://scholar.google.com/citations?hl=en&user=W2DsnAkAAAAJ	https://twitter.com/redpony	https://twitter.com/redpony	chrisdyer75	chrisdyer75	chrisdyer75	chrisdyer75	chrisrdyer	ChrisPDyer	Chrissie442Dyer	dyer66	redpony																						
497	Martin Engelcke	DeepMind	https://scholar.google.com/citations?hl=en&user=MDaD5mEAAAAJ	https://twitter.com/martinengelcke	https://twitter.com/martinengelcke	martinengelcke	mlstreettalk	a2i_oxford	Vivia10356578	BplLaw																										
498	Rohit Punnoose	XLRI – Xavier School of Management	https://scholar.google.com/citations?hl=en&user=ZUxZPYoAAAAJ	https://twitter.com/rohitpunnoose	https://twitter.com/rohitpunnoose	rohitpunnoose																														
499	Kaiyue Pang	"SketchX, CVSSP, University of Surrey"	https://scholar.google.com/citations?hl=en&user=kR3zzeUAAAAJ	N/A	N/A																															
500	Aitor Soroa	"Associate professor, University of the Basque Country"	https://scholar.google.com/citations?hl=en&user=yklm660AAAAJ	N/A	N/A	Aitor57																														
